StudentID,StudentName,Department
20270443,Student_443,IE
20270444,Student_444,SE
20270445,Student_445,CE
20270446,Student_446,IE
20270447,Student_447,IE
20270448,Student_448,ME
20270449,Student_449,EEE
20270450,Student_450,SE
20270451,Student_451,CE
20270452,Student_452,EEE
20270453,Student_453,CE
20270454,Student_454,IE
20270455,Student_455,EEE
20270456,Student_456,EEE
20270457,Student_457,EEE
20270458,Student_458,EEE
20270459,Student_459,ME
20270460,Student_460,IE
20270461,Student_461,SE
20270462,Student_462,IE
20270463,Student_463,ME
20270464,Student_464,SE
20270465,Student_465,ME
20270466,Student_466,IE
20270467,Student_467,ME
20270468,Student_468,IE
20270469,Student_469,ME
20270470,Student_470,CE
20270471,Student_471,SE
20270472,Student_472,IE
20270473,Student_473,IE
20270474,Student_474,ME
20270475,Student_475,EEE
20270476,Student_476,IE
20270477,Student_477,EEE
20270478,Student_478,EEE
20270479,Student_479,SE
20270480,Student_480,ME
20270481,Student_481,SE
20270482,Student_482,IE
20270483,Student_483,SE
20270484,Student_484,SE
20270485,Student_485,SE
20270486,Student_486,ME
20270487,Student_487,ME
20270488,Student_488,CE
20270489,Student_489,SE
20270490,Student_490,SE
20270491,Student_491,EEE
20270492,Student_492,EEE
20270493,Student_493,IE
20270494,Student_494,IE
20270495,Student_495,SE
20270496,Student_496,IE
20270497,Student_497,EEE
20270498,Student_498,ME
20270499,Student_499,IE
20270500,Student_500,CE
20270501,Student_501,CE
20270502,Student_502,EEE
20270503,Student_503,CE
20270504,Student_504,SE
20270505,Student_505,IE
20270506,Student_506,ME
20270507,Student_507,CE
20270508,Student_508,SE
20270509,Student_509,IE
20270510,Student_510,ME
20270511,Student_511,IE
20270512,Student_512,IE
20270513,Student_513,SE
20270514,Student_514,SE
20270515,Student_515,CE
20270516,Student_516,EEE
20270517,Student_517,IE
20270518,Student_518,ME
20270519,Student_519,SE
20270520,Student_520,CE
20270521,Student_521,ME
20270522,Student_522,EEE
20270523,Student_523,SE
20270524,Student_524,CE
20270525,Student_525,CE
20270526,Student_526,CE
20270527,Student_527,CE
20270528,Student_528,ME
20270529,Student_529,IE
20270530,Student_530,EEE
20270531,Student_531,IE
20270532,Student_532,ME
20270533,Student_533,CE
20270534,Student_534,SE
20270535,Student_535,IE
20270536,Student_536,EEE
20270537,Student_537,SE
20270538,Student_538,IE
20270539,Student_539,EEE
20270540,Student_540,EEE
20270541,Student_541,CE
20270542,Student_542,EEE
20270543,Student_543,ME
20270544,Student_544,ME
20270545,Student_545,ME
20270546,Student_546,ME
20270547,Student_547,CE
20270548,Student_548,CE
20270549,Student_549,ME
20270550,Student_550,SE
20270551,Student_551,IE
20270552,Student_552,CE
20270553,Student_553,SE
20270554,Student_554,IE
20270555,Student_555,EEE
20270556,Student_556,EEE
20270557,Student_557,IE
20270558,Student_558,IE
20270559,Student_559,EEE
20270560,Student_560,EEE
20270561,Student_561,EEE
20270562,Student_562,ME
20270563,Student_563,EEE
20270564,Student_564,EEE
20270565,Student_565,SE
20270566,Student_566,EEE
20270567,Student_567,CE
20270568,Student_568,SE
20270569,Student_569,CE
20270570,Student_570,EEE
20270571,Student_571,CE
20270572,Student_572,EEE
20270573,Student_573,CE
20270574,Student_574,ME
20270575,Student_575,CE
20270576,Student_576,EEE
20270577,Student_577,IE
20270578,Student_578,EEE
20270579,Student_579,CE
20270580,Student_580,SE
20270581,Student_581,ME
20270582,Student_582,IE
20270583,Student_583,SE
20270584,Student_584,ME
20270585,Student_585,ME
20270586,Student_586,IE
20270587,Student_587,SE
20270588,Student_588,SE
20270589,Student_589,EEE
20270590,Student_590,SE
20270591,Student_591,CE
20270592,Student_592,EEE
20270593,Student_593,SE
20270594,Student_594,SE
20270595,Student_595,SE
20270596,Student_596,ME
20270597,Student_597,CE
20270598,Student_598,IE
20270599,Student_599,IE
20270600,Student_600,SE
20270601,Student_601,EEE
20270602,Student_602,CE
20270603,Student_603,EEE
20270604,Student_604,ME
20270605,Student_605,CE
20270606,Student_606,EEE
20270607,Student_607,IE
20270608,Student_608,EEE
20270609,Student_609,SE
20270610,Student_610,IE
20270611,Student_611,IE
20270612,Student_612,IE
20270613,Student_613,ME
20270614,Student_614,IE
20270615,Student_615,CE
20270616,Student_616,IE
20270617,Student_617,ME
20270618,Student_618,EEE
20270619,Student_619,CE
20270620,Student_620,ME
20270621,Student_621,CE
20270622,Student_622,ME
20270623,Student_623,CE
20270624,Student_624,ME
20270625,Student_625,SE
20270626,Student_626,ME
20270627,Student_627,SE
20270628,Student_628,ME
20270629,Student_629,EEE
20270630,Student_630,ME
20270631,Student_631,EEE
20270632,Student_632,ME
20270633,Student_633,SE
20270634,Student_634,EEE
20270635,Student_635,SE
20270636,Student_636,CE
20270637,Student_637,SE
20270638,Student_638,SE
20270639,Student_639,IE
20270640,Student_640,SE
20270641,Student_641,CE
20270642,Student_642,CE
20270643,Student_643,IE
20270644,Student_644,CE
20270645,Student_645,CE
20270646,Student_646,ME
20270647,Student_647,EEE
20270648,Student_648,EEE
20270649,Student_649,ME
20270650,Student_650,SE
20270651,Student_651,SE
20270652,Student_652,EEE
20270653,Student_653,EEE
20270654,Student_654,ME
20270655,Student_655,IE
20270656,Student_656,SE
20270657,Student_657,ME
20270658,Student_658,CE
20270659,Student_659,SE
20270660,Student_660,IE
20270661,Student_661,IE
20270662,Student_662,ME
20270663,Student_663,IE
20270664,Student_664,EEE
20270665,Student_665,IE
20270666,Student_666,SE
20270667,Student_667,EEE
20270668,Student_668,EEE
20270669,Student_669,IE
20270670,Student_670,IE
20270671,Student_671,SE
20270672,Student_672,IE
20270673,Student_673,SE
20270674,Student_674,SE
20270675,Student_675,EEE
20270676,Student_676,IE
20270677,Student_677,ME
20270678,Student_678,EEE
20270679,Student_679,IE
20270680,Student_680,EEE
20270681,Student_681,CE
20270682,Student_682,IE
20270683,Student_683,IE
20270684,Student_684,EEE
20270685,Student_685,EEE
20270686,Student_686,SE
20270687,Student_687,ME
20270688,Student_688,CE
20270689,Student_689,EEE
20270690,Student_690,IE
20270691,Student_691,IE
20270692,Student_692,CE
20270693,Student_693,EEE
20270694,Student_694,EEE
20270695,Student_695,SE
20270696,Student_696,ME
20270697,Student_697,EEE
20270698,Student_698,ME
20270699,Student_699,CE
20270700,Student_700,IE
20270701,Student_701,EEE
20270702,Student_702,ME
20270703,Student_703,IE
20270704,Student_704,CE
20270705,Student_705,IE
20270706,Student_706,ME
20270707,Student_707,EEE
20270708,Student_708,SE
20270709,Student_709,IE
20270710,Student_710,CE
20270711,Student_711,SE
20270712,Student_712,ME
20270713,Student_713,CE
20270714,Student_714,ME
20270715,Student_715,IE
20270716,Student_716,SE
20270717,Student_717,ME
20270718,Student_718,ME
20270719,Student_719,IE
20270720,Student_720,SE
20270721,Student_721,CE
20270722,Student_722,CE
20270723,Student_723,IE
20270724,Student_724,EEE
20270725,Student_725,IE
20270726,Student_726,EEE
20270727,Student_727,EEE
20270728,Student_728,SE
20270729,Student_729,ME
20270730,Student_730,SE
20270731,Student_731,ME
20270732,Student_732,ME
20270733,Student_733,IE
20270734,Student_734,CE
20270735,Student_735,IE
20270736,Student_736,IE
20270737,Student_737,EEE
20270738,Student_738,SE
20270739,Student_739,EEE
20270740,Student_740,SE
20270741,Student_741,SE
20270742,Student_742,ME
20270743,Student_743,CE
20270744,Student_744,SE
20270745,Student_745,ME
20270746,Student_746,EEE
20270747,Student_747,ME
20270748,Student_748,EEE
20270749,Student_749,EEE
20270750,Student_750,IE
20270751,Student_751,CE
20270752,Student_752,CE
20270753,Student_753,CE
20270754,Student_754,CE
20270755,Student_755,ME
20270756,Student_756,ME
20270757,Student_757,EEE
20270758,Student_758,ME
20270759,Student_759,ME
20270760,Student_760,ME
20270761,Student_761,ME
20270762,Student_762,CE
20270763,Student_763,CE
20270764,Student_764,SE
20270765,Student_765,CE
20270766,Student_766,CE
20270767,Student_767,IE
20270768,Student_768,SE
20270769,Student_769,IE
20270770,Student_770,SE
20270771,Student_771,SE
20270772,Student_772,ME
20270773,Student_773,ME
20270774,Student_774,CE
20270775,Student_775,SE
20270776,Student_776,IE
20270777,Student_777,EEE
20270778,Student_778,EEE
20270779,Student_779,CE
20270780,Student_780,EEE
20270781,Student_781,EEE
20270782,Student_782,ME
20270783,Student_783,EEE
20270784,Student_784,IE
20270785,Student_785,SE
20270786,Student_786,EEE
20270787,Student_787,EEE
20270788,Student_788,SE
20270789,Student_789,ME
20270790,Student_790,ME
20270791,Student_791,IE
20270792,Student_792,ME
20270793,Student_793,CE
20270794,Student_794,IE
20270795,Student_795,SE
20270796,Student_796,IE
20270797,Student_797,IE
20270798,Student_798,ME
20270799,Student_799,IE
20270800,Student_800,EEE
20270801,Student_801,SE
20270802,Student_802,SE
20270803,Student_803,ME
20270804,Student_804,IE
20270805,Student_805,ME
20270806,Student_806,CE
20270807,Student_807,IE
20270808,Student_808,CE
20270809,Student_809,EEE
20270810,Student_810,IE
20270811,Student_811,ME
20270812,Student_812,CE
20270813,Student_813,IE
20270814,Student_814,CE
20270815,Student_815,SE
20270816,Student_816,ME
20270817,Student_817,IE
20270818,Student_818,ME
20270819,Student_819,SE
20270820,Student_820,ME
20270821,Student_821,CE
20270822,Student_822,EEE
20270823,Student_823,EEE
20270824,Student_824,ME
20270825,Student_825,IE
20270826,Student_826,EEE
20270827,Student_827,SE
20270828,Student_828,SE
20270829,Student_829,SE
20270830,Student_830,IE
20270831,Student_831,CE
20270832,Student_832,EEE
20270833,Student_833,IE
20270834,Student_834,SE
20270835,Student_835,SE
20270836,Student_836,CE
20270837,Student_837,EEE
20270838,Student_838,EEE
20270839,Student_839,SE
20270840,Student_840,IE
20270841,Student_841,CE
20270842,Student_842,EEE
20270843,Student_843,ME
20270844,Student_844,CE
20270845,Student_845,SE
20270846,Student_846,IE
20270847,Student_847,EEE
20270848,Student_848,CE
20270849,Student_849,IE
20270850,Student_850,EEE
20270851,Student_851,SE
20270852,Student_852,CE
20270853,Student_853,ME
20270854,Student_854,IE
20270855,Student_855,EEE
20270856,Student_856,SE
20270857,Student_857,SE
20270858,Student_858,IE
20270859,Student_859,SE
20270860,Student_860,IE
20270861,Student_861,ME
20270862,Student_862,CE
20270863,Student_863,ME
20270864,Student_864,EEE
20270865,Student_865,IE
20270866,Student_866,EEE
20270867,Student_867,CE
20270868,Student_868,IE
20270869,Student_869,SE
20270870,Student_870,EEE
20270871,Student_871,EEE
20270872,Student_872,CE
20270873,Student_873,SE
20270874,Student_874,ME
20270875,Student_875,EEE
20270876,Student_876,CE
20270877,Student_877,SE
20270878,Student_878,IE
20270879,Student_879,IE
20270880,Student_880,EEE
20270881,Student_881,CE
20270882,Student_882,IE
20270883,Student_883,SE
20270884,Student_884,CE
20270885,Student_885,CE
20270886,Student_886,ME
20270887,Student_887,EEE
20270888,Student_888,ME
20270889,Student_889,ME
20270890,Student_890,CE
20270891,Student_891,SE
20270892,Student_892,IE
20270893,Student_893,IE
20270894,Student_894,IE
20270895,Student_895,SE
20270896,Student_896,SE
20270897,Student_897,EEE
20270898,Student_898,EEE
20270899,Student_899,EEE
20270900,Student_900,EEE
20270901,Student_901,EEE
20270902,Student_902,SE
20270903,Student_903,CE
20270904,Student_904,CE
20270905,Student_905,IE
20270906,Student_906,ME
20270907,Student_907,SE
20270908,Student_908,SE
20270909,Student_909,EEE
20270910,Student_910,SE
20270911,Student_911,ME
20270912,Student_912,EEE
20270913,Student_913,EEE
20270914,Student_914,IE
20270915,Student_915,ME
20270916,Student_916,IE
20270917,Student_917,ME
20270918,Student_918,CE
20270919,Student_919,EEE
20270920,Student_920,IE
20270921,Student_921,ME
20270922,Student_922,EEE
20270923,Student_923,CE
20270924,Student_924,IE
20270925,Student_925,SE
20270926,Student_926,SE
20270927,Student_927,ME
20270928,Student_928,ME
20270929,Student_929,IE
20270930,Student_930,SE
20270931,Student_931,ME
20270932,Student_932,CE
20270933,Student_933,EEE
20270934,Student_934,EEE
20270935,Student_935,SE
20270936,Student_936,IE
20270937,Student_937,EEE
20270938,Student_938,SE
20270939,Student_939,IE
20270940,Student_940,EEE
20270941,Student_941,ME
20270942,Student_942,IE
20270943,Student_943,IE
20270944,Student_944,EEE
20270945,Student_945,EEE
20270946,Student_946,ME
20270947,Student_947,CE
20270948,Student_948,EEE
20270949,Student_949,SE
20270950,Student_950,EEE
20270951,Student_951,SE
20270952,Student_952,SE
20270953,Student_953,IE
20270954,Student_954,CE
20270955,Student_955,CE
20270956,Student_956,SE
20270957,Student_957,CE
20270958,Student_958,CE
20270959,Student_959,EEE
20270960,Student_960,ME
20270961,Student_961,CE
20270962,Student_962,IE
20270963,Student_963,EEE
20270964,Student_964,EEE
20270965,Student_965,EEE
20270966,Student_966,EEE
20270967,Student_967,EEE
20270968,Student_968,ME
20270969,Student_969,EEE
20270970,Student_970,ME
20270971,Student_971,IE
20270972,Student_972,EEE
20270973,Student_973,ME
20270974,Student_974,EEE
20270975,Student_975,EEE
20270976,Student_976,ME
20270977,Student_977,ME
20270978,Student_978,ME
20270979,Student_979,SE
20270980,Student_980,EEE
20270981,Student_981,CE
20270982,Student_982,IE
20270983,Student_983,EEE
20270984,Student_984,IE
20270985,Student_985,ME
20270986,Student_986,SE
20270987,Student_987,IE
20270988,Student_988,SE
20270989,Student_989,EEE
20270990,Student_990,CE
20270991,Student_991,CE
20270992,Student_992,EEE
20270993,Student_993,CE
20270994,Student_994,EEE
20270995,Student_995,ME
20270996,Student_996,IE
20270997,Student_997,IE
20270998,Student_998,CE
20270999,Student_999,EEE
20271000,Student_1000,ME
