StudentID,StudentName,Department
20260254,Student_254,EEE
20260255,Student_255,SE
20260256,Student_256,CE
20260257,Student_257,SE
20260258,Student_258,IE
20260259,Student_259,ME
20260260,Student_260,ME
20260261,Student_261,CE
20260262,Student_262,EEE
20260263,Student_263,CE
20260264,Student_264,IE
20260265,Student_265,EEE
20260266,Student_266,EEE
20260267,Student_267,CE
20260268,Student_268,SE
20260269,Student_269,EEE
20260270,Student_270,CE
20260271,Student_271,EEE
20260272,Student_272,ME
20260273,Student_273,IE
20260274,Student_274,EEE
20260275,Student_275,CE
20260276,Student_276,CE
20260277,Student_277,CE
20260278,Student_278,CE
20260279,Student_279,ME
20260280,Student_280,CE
20260281,Student_281,CE
20260282,Student_282,CE
20260283,Student_283,SE
20260284,Student_284,SE
20260285,Student_285,CE
20260286,Student_286,CE
20260287,Student_287,ME
20260288,Student_288,EEE
20260289,Student_289,SE
20260290,Student_290,CE
20260291,Student_291,SE
20260292,Student_292,IE
20260293,Student_293,EEE
20260294,Student_294,IE
20260295,Student_295,SE
20260296,Student_296,CE
20260297,Student_297,ME
20260298,Student_298,IE
20260299,Student_299,IE
20260300,Student_300,EEE
20260301,Student_301,ME
20260302,Student_302,ME
20260303,Student_303,ME
20260304,Student_304,IE
20260305,Student_305,EEE
20260306,Student_306,IE
20260307,Student_307,ME
20260308,Student_308,CE
20260309,Student_309,SE
20260310,Student_310,ME
20260311,Student_311,EEE
20260312,Student_312,EEE
20260313,Student_313,IE
20260314,Student_314,EEE
20260315,Student_315,IE
20260316,Student_316,EEE
20260317,Student_317,IE
20260318,Student_318,IE
20260319,Student_319,ME
20260320,Student_320,IE
20260321,Student_321,SE
20260322,Student_322,EEE
20260323,Student_323,EEE
20260324,Student_324,ME
20260325,Student_325,CE
20260326,Student_326,ME
20260327,Student_327,ME
20260328,Student_328,ME
20260329,Student_329,SE
20260330,Student_330,EEE
20260331,Student_331,EEE
20260332,Student_332,EEE
20260333,Student_333,CE
20260334,Student_334,ME
20260335,Student_335,CE
20260336,Student_336,EEE
20260337,Student_337,ME
20260338,Student_338,SE
20260339,Student_339,IE
20260340,Student_340,ME
20260341,Student_341,ME
20260342,Student_342,IE
20260343,Student_343,EEE
20260344,Student_344,ME
20260345,Student_345,SE
20260346,Student_346,SE
20260347,Student_347,CE
20260348,Student_348,ME
20260349,Student_349,ME
20260350,Student_350,SE
20260351,Student_351,IE
20260352,Student_352,SE
20260353,Student_353,CE
20260354,Student_354,EEE
20260355,Student_355,ME
20260356,Student_356,IE
20260357,Student_357,ME
20260358,Student_358,ME
20260359,Student_359,EEE
20260360,Student_360,EEE
20260361,Student_361,IE
20260362,Student_362,ME
20260363,Student_363,EEE
20260364,Student_364,EEE
20260365,Student_365,CE
20260366,Student_366,IE
20260367,Student_367,CE
20260368,Student_368,ME
20260369,Student_369,SE
20260370,Student_370,ME
20260371,Student_371,ME
20260372,Student_372,EEE
20260373,Student_373,CE
20260374,Student_374,SE
20260375,Student_375,CE
20260376,Student_376,SE
20260377,Student_377,SE
20260378,Student_378,EEE
20260379,Student_379,CE
20260380,Student_380,EEE
20260381,Student_381,EEE
20260382,Student_382,ME
20260383,Student_383,IE
20260384,Student_384,ME
20260385,Student_385,ME
20260386,Student_386,ME
20260387,Student_387,IE
20260388,Student_388,EEE
20260389,Student_389,CE
20260390,Student_390,EEE
20260391,Student_391,IE
20260392,Student_392,IE
20260393,Student_393,SE
20260394,Student_394,CE
20260395,Student_395,SE
20260396,Student_396,SE
20260397,Student_397,SE
20260398,Student_398,IE
20260399,Student_399,SE
20260400,Student_400,ME
20260401,Student_401,SE
20260402,Student_402,ME
20260403,Student_403,EEE
20260404,Student_404,IE
20260405,Student_405,ME
20260406,Student_406,IE
20260407,Student_407,ME
20260408,Student_408,ME
20260409,Student_409,CE
20260410,Student_410,CE
20260411,Student_411,ME
20260412,Student_412,ME
20260413,Student_413,EEE
20260414,Student_414,CE
20260415,Student_415,EEE
20260416,Student_416,EEE
20260417,Student_417,EEE
20260418,Student_418,CE
20260419,Student_419,ME
20260420,Student_420,IE
20260421,Student_421,ME
20260422,Student_422,SE
20260423,Student_423,SE
20260424,Student_424,IE
20260425,Student_425,SE
20260426,Student_426,IE
20260427,Student_427,ME
20260428,Student_428,SE
20260429,Student_429,ME
20260430,Student_430,CE
20260431,Student_431,CE
20260432,Student_432,EEE
20260433,Student_433,SE
20260434,Student_434,ME
20260435,Student_435,ME
20260436,Student_436,CE
20260437,Student_437,CE
20260438,Student_438,ME
20260439,Student_439,EEE
20260440,Student_440,ME
20260441,Student_441,EEE
20260442,Student_442,EEE
20260443,Student_443,IE
20260444,Student_444,SE
20260445,Student_445,ME
20260446,Student_446,EEE
20260447,Student_447,SE
20260448,Student_448,EEE
20260449,Student_449,ME
20260450,Student_450,EEE
20260451,Student_451,EEE
20260452,Student_452,ME
20260453,Student_453,SE
20260454,Student_454,IE
20260455,Student_455,IE
20260456,Student_456,CE
20260457,Student_457,SE
20260458,Student_458,EEE
20260459,Student_459,ME
20260460,Student_460,CE
20260461,Student_461,ME
20260462,Student_462,CE
20260463,Student_463,EEE
20260464,Student_464,SE
20260465,Student_465,SE
20260466,Student_466,IE
20260467,Student_467,EEE
20260468,Student_468,IE
20260469,Student_469,SE
20260470,Student_470,SE
20260471,Student_471,SE
20260472,Student_472,SE
20260473,Student_473,EEE
20260474,Student_474,ME
20260475,Student_475,IE
20260476,Student_476,CE
20260477,Student_477,IE
20260478,Student_478,ME
20260479,Student_479,SE
20260480,Student_480,SE
20260481,Student_481,IE
20260482,Student_482,CE
20260483,Student_483,SE
20260484,Student_484,IE
20260485,Student_485,EEE
20260486,Student_486,CE
20260487,Student_487,SE
20260488,Student_488,CE
20260489,Student_489,IE
20260490,Student_490,IE
20260491,Student_491,IE
20260492,Student_492,ME
20260493,Student_493,SE
20260494,Student_494,CE
20260495,Student_495,EEE
20260496,Student_496,ME
20260497,Student_497,CE
20260498,Student_498,CE
20260499,Student_499,IE
20260500,Student_500,IE
20260501,Student_501,IE
20260502,Student_502,ME
20260503,Student_503,SE
20260504,Student_504,CE
20260505,Student_505,CE
20260506,Student_506,ME
20260507,Student_507,CE
20260508,Student_508,ME
20260509,Student_509,SE
20260510,Student_510,CE
20260511,Student_511,IE
20260512,Student_512,EEE
20260513,Student_513,EEE
20260514,Student_514,CE
20260515,Student_515,SE
20260516,Student_516,EEE
20260517,Student_517,EEE
20260518,Student_518,ME
20260519,Student_519,EEE
20260520,Student_520,IE
20260521,Student_521,IE
20260522,Student_522,SE
20260523,Student_523,CE
20260524,Student_524,EEE
20260525,Student_525,CE
20260526,Student_526,IE
20260527,Student_527,EEE
20260528,Student_528,IE
20260529,Student_529,EEE
20260530,Student_530,EEE
20260531,Student_531,CE
20260532,Student_532,CE
20260533,Student_533,CE
20260534,Student_534,ME
20260535,Student_535,SE
20260536,Student_536,SE
20260537,Student_537,CE
20260538,Student_538,IE
20260539,Student_539,EEE
20260540,Student_540,CE
20260541,Student_541,IE
20260542,Student_542,EEE
20260543,Student_543,EEE
20260544,Student_544,ME
20260545,Student_545,SE
20260546,Student_546,SE
20260547,Student_547,CE
20260548,Student_548,SE
20260549,Student_549,CE
20260550,Student_550,CE
20260551,Student_551,ME
20260552,Student_552,SE
20260553,Student_553,EEE
20260554,Student_554,CE
20260555,Student_555,SE
20260556,Student_556,SE
20260557,Student_557,SE
20260558,Student_558,EEE
20260559,Student_559,SE
20260560,Student_560,ME
20260561,Student_561,SE
20260562,Student_562,SE
20260563,Student_563,ME
20260564,Student_564,IE
20260565,Student_565,CE
20260566,Student_566,IE
20260567,Student_567,ME
20260568,Student_568,EEE
20260569,Student_569,SE
20260570,Student_570,IE
20260571,Student_571,SE
20260572,Student_572,SE
20260573,Student_573,CE
20260574,Student_574,EEE
20260575,Student_575,SE
20260576,Student_576,EEE
20260577,Student_577,EEE
20260578,Student_578,EEE
20260579,Student_579,CE
20260580,Student_580,EEE
20260581,Student_581,ME
20260582,Student_582,CE
20260583,Student_583,ME
20260584,Student_584,IE
20260585,Student_585,CE
20260586,Student_586,SE
20260587,Student_587,CE
20260588,Student_588,EEE
20260589,Student_589,SE
20260590,Student_590,ME
20260591,Student_591,IE
20260592,Student_592,EEE
20260593,Student_593,IE
20260594,Student_594,ME
20260595,Student_595,EEE
20260596,Student_596,ME
20260597,Student_597,SE
20260598,Student_598,CE
20260599,Student_599,IE
20260600,Student_600,ME
20260601,Student_601,IE
20260602,Student_602,ME
20260603,Student_603,EEE
20260604,Student_604,ME
20260605,Student_605,EEE
20260606,Student_606,EEE
20260607,Student_607,ME
20260608,Student_608,SE
20260609,Student_609,ME
20260610,Student_610,SE
20260611,Student_611,CE
20260612,Student_612,CE
20260613,Student_613,ME
20260614,Student_614,EEE
20260615,Student_615,EEE
20260616,Student_616,ME
20260617,Student_617,CE
20260618,Student_618,EEE
20260619,Student_619,SE
20260620,Student_620,SE
20260621,Student_621,CE
20260622,Student_622,CE
20260623,Student_623,ME
20260624,Student_624,ME
20260625,Student_625,EEE
20260626,Student_626,ME
20260627,Student_627,ME
20260628,Student_628,CE
20260629,Student_629,SE
20260630,Student_630,SE
20260631,Student_631,EEE
20260632,Student_632,ME
20260633,Student_633,SE
20260634,Student_634,ME
20260635,Student_635,EEE
20260636,Student_636,ME
20260637,Student_637,IE
20260638,Student_638,IE
20260639,Student_639,SE
20260640,Student_640,IE
20260641,Student_641,CE
20260642,Student_642,SE
20260643,Student_643,EEE
20260644,Student_644,EEE
20260645,Student_645,CE
20260646,Student_646,SE
20260647,Student_647,SE
20260648,Student_648,ME
20260649,Student_649,SE
20260650,Student_650,CE
20260651,Student_651,ME
20260652,Student_652,EEE
20260653,Student_653,CE
20260654,Student_654,ME
20260655,Student_655,ME
20260656,Student_656,ME
20260657,Student_657,ME
20260658,Student_658,CE
20260659,Student_659,EEE
20260660,Student_660,EEE
20260661,Student_661,CE
20260662,Student_662,IE
20260663,Student_663,SE
20260664,Student_664,ME
20260665,Student_665,ME
20260666,Student_666,ME
20260667,Student_667,ME
20260668,Student_668,ME
20260669,Student_669,SE
20260670,Student_670,CE
20260671,Student_671,ME
20260672,Student_672,ME
20260673,Student_673,ME
20260674,Student_674,CE
20260675,Student_675,ME
20260676,Student_676,ME
20260677,Student_677,CE
20260678,Student_678,CE
20260679,Student_679,EEE
20260680,Student_680,CE
20260681,Student_681,EEE
20260682,Student_682,EEE
20260683,Student_683,CE
20260684,Student_684,SE
20260685,Student_685,EEE
20260686,Student_686,ME
20260687,Student_687,IE
20260688,Student_688,SE
20260689,Student_689,ME
20260690,Student_690,SE
20260691,Student_691,CE
20260692,Student_692,EEE
20260693,Student_693,IE
20260694,Student_694,CE
20260695,Student_695,EEE
20260696,Student_696,SE
20260697,Student_697,IE
20260698,Student_698,IE
20260699,Student_699,CE
20260700,Student_700,CE
20260701,Student_701,EEE
20260702,Student_702,SE
20260703,Student_703,EEE
20260704,Student_704,ME
20260705,Student_705,IE
20260706,Student_706,SE
20260707,Student_707,CE
20260708,Student_708,EEE
20260709,Student_709,IE
20260710,Student_710,IE
20260711,Student_711,IE
20260712,Student_712,EEE
20260713,Student_713,IE
20260714,Student_714,EEE
20260715,Student_715,SE
20260716,Student_716,EEE
20260717,Student_717,SE
20260718,Student_718,IE
20260719,Student_719,SE
20260720,Student_720,EEE
20260721,Student_721,CE
20260722,Student_722,ME
20260723,Student_723,EEE
20260724,Student_724,SE
20260725,Student_725,EEE
20260726,Student_726,CE
20260727,Student_727,EEE
20260728,Student_728,ME
20260729,Student_729,ME
20260730,Student_730,IE
20260731,Student_731,EEE
20260732,Student_732,ME
20260733,Student_733,EEE
20260734,Student_734,EEE
20260735,Student_735,CE
20260736,Student_736,EEE
20260737,Student_737,SE
20260738,Student_738,SE
20260739,Student_739,SE
20260740,Student_740,SE
20260741,Student_741,SE
20260742,Student_742,EEE
20260743,Student_743,CE
20260744,Student_744,CE
20260745,Student_745,IE
20260746,Student_746,CE
20260747,Student_747,IE
20260748,Student_748,ME
20260749,Student_749,IE
20260750,Student_750,ME
20260751,Student_751,ME
20260752,Student_752,ME
20260753,Student_753,EEE
20260754,Student_754,ME
20260755,Student_755,ME
20260756,Student_756,ME
20260757,Student_757,IE
20260758,Student_758,SE
20260759,Student_759,SE
20260760,Student_760,EEE
20260761,Student_761,SE
20260762,Student_762,EEE
20260763,Student_763,SE
20260764,Student_764,EEE
20260765,Student_765,IE
20260766,Student_766,ME
20260767,Student_767,ME
20260768,Student_768,EEE
20260769,Student_769,EEE
20260770,Student_770,ME
20260771,Student_771,EEE
20260772,Student_772,SE
20260773,Student_773,EEE
20260774,Student_774,CE
20260775,Student_775,SE
20260776,Student_776,CE
20260777,Student_777,SE
20260778,Student_778,SE
20260779,Student_779,SE
20260780,Student_780,SE
20260781,Student_781,CE
20260782,Student_782,ME
20260783,Student_783,ME
20260784,Student_784,EEE
20260785,Student_785,EEE
20260786,Student_786,CE
20260787,Student_787,CE
20260788,Student_788,EEE
20260789,Student_789,EEE
20260790,Student_790,IE
20260791,Student_791,EEE
20260792,Student_792,ME
20260793,Student_793,IE
20260794,Student_794,CE
20260795,Student_795,IE
20260796,Student_796,EEE
20260797,Student_797,ME
20260798,Student_798,EEE
20260799,Student_799,IE
20260800,Student_800,ME
20260801,Student_801,CE
20260802,Student_802,CE
20260803,Student_803,EEE
20260804,Student_804,ME
20260805,Student_805,IE
20260806,Student_806,IE
20260807,Student_807,IE
20260808,Student_808,IE
20260809,Student_809,IE
20260810,Student_810,SE
20260811,Student_811,IE
20260812,Student_812,ME
20260813,Student_813,EEE
20260814,Student_814,IE
20260815,Student_815,SE
20260816,Student_816,ME
20260817,Student_817,ME
20260818,Student_818,EEE
20260819,Student_819,SE
20260820,Student_820,CE
20260821,Student_821,EEE
20260822,Student_822,CE
20260823,Student_823,ME
20260824,Student_824,CE
20260825,Student_825,ME
20260826,Student_826,IE
20260827,Student_827,CE
20260828,Student_828,IE
20260829,Student_829,IE
20260830,Student_830,CE
20260831,Student_831,SE
20260832,Student_832,EEE
20260833,Student_833,SE
20260834,Student_834,SE
20260835,Student_835,IE
20260836,Student_836,IE
20260837,Student_837,EEE
20260838,Student_838,SE
20260839,Student_839,ME
20260840,Student_840,ME
20260841,Student_841,CE
20260842,Student_842,IE
20260843,Student_843,CE
20260844,Student_844,EEE
20260845,Student_845,EEE
20260846,Student_846,EEE
20260847,Student_847,ME
20260848,Student_848,SE
20260849,Student_849,CE
20260850,Student_850,EEE
20260851,Student_851,SE
20260852,Student_852,ME
20260853,Student_853,EEE
20260854,Student_854,ME
20260855,Student_855,ME
20260856,Student_856,IE
20260857,Student_857,SE
20260858,Student_858,ME
20260859,Student_859,CE
20260860,Student_860,ME
20260861,Student_861,EEE
20260862,Student_862,IE
20260863,Student_863,IE
20260864,Student_864,SE
20260865,Student_865,CE
20260866,Student_866,ME
20260867,Student_867,EEE
20260868,Student_868,EEE
20260869,Student_869,CE
20260870,Student_870,IE
20260871,Student_871,ME
20260872,Student_872,EEE
20260873,Student_873,CE
20260874,Student_874,EEE
20260875,Student_875,CE
20260876,Student_876,ME
20260877,Student_877,CE
20260878,Student_878,CE
20260879,Student_879,IE
20260880,Student_880,ME
20260881,Student_881,EEE
20260882,Student_882,SE
20260883,Student_883,ME
20260884,Student_884,IE
20260885,Student_885,SE
20260886,Student_886,IE
20260887,Student_887,IE
20260888,Student_888,ME
20260889,Student_889,ME
20260890,Student_890,ME
20260891,Student_891,CE
20260892,Student_892,IE
20260893,Student_893,ME
20260894,Student_894,EEE
20260895,Student_895,ME
20260896,Student_896,ME
20260897,Student_897,EEE
20260898,Student_898,IE
20260899,Student_899,EEE
20260900,Student_900,IE
20260901,Student_901,IE
20260902,Student_902,IE
20260903,Student_903,IE
20260904,Student_904,IE
20260905,Student_905,ME
20260906,Student_906,ME
20260907,Student_907,ME
20260908,Student_908,CE
20260909,Student_909,CE
20260910,Student_910,CE
20260911,Student_911,SE
20260912,Student_912,EEE
20260913,Student_913,IE
20260914,Student_914,IE
20260915,Student_915,ME
20260916,Student_916,IE
20260917,Student_917,ME
20260918,Student_918,SE
20260919,Student_919,SE
20260920,Student_920,IE
20260921,Student_921,ME
20260922,Student_922,ME
20260923,Student_923,ME
20260924,Student_924,EEE
20260925,Student_925,IE
20260926,Student_926,ME
20260927,Student_927,CE
20260928,Student_928,SE
20260929,Student_929,ME
20260930,Student_930,ME
20260931,Student_931,IE
20260932,Student_932,IE
20260933,Student_933,EEE
20260934,Student_934,IE
20260935,Student_935,IE
20260936,Student_936,CE
20260937,Student_937,CE
20260938,Student_938,SE
20260939,Student_939,ME
20260940,Student_940,IE
20260941,Student_941,CE
20260942,Student_942,CE
20260943,Student_943,EEE
20260944,Student_944,ME
20260945,Student_945,IE
20260946,Student_946,SE
20260947,Student_947,SE
20260948,Student_948,IE
20260949,Student_949,SE
20260950,Student_950,IE
20260951,Student_951,EEE
20260952,Student_952,CE
20260953,Student_953,ME
20260954,Student_954,EEE
20260955,Student_955,IE
20260956,Student_956,CE
20260957,Student_957,ME
20260958,Student_958,ME
20260959,Student_959,SE
20260960,Student_960,SE
20260961,Student_961,CE
20260962,Student_962,SE
20260963,Student_963,EEE
20260964,Student_964,EEE
20260965,Student_965,EEE
20260966,Student_966,ME
20260967,Student_967,ME
20260968,Student_968,IE
20260969,Student_969,CE
20260970,Student_970,SE
20260971,Student_971,EEE
20260972,Student_972,EEE
20260973,Student_973,SE
20260974,Student_974,IE
20260975,Student_975,CE
20260976,Student_976,SE
20260977,Student_977,ME
20260978,Student_978,CE
20260979,Student_979,ME
20260980,Student_980,ME
20260981,Student_981,ME
20260982,Student_982,SE
20260983,Student_983,IE
20260984,Student_984,SE
20260985,Student_985,CE
20260986,Student_986,CE
20260987,Student_987,EEE
20260988,Student_988,SE
20260989,Student_989,IE
20260990,Student_990,EEE
20260991,Student_991,SE
20260992,Student_992,CE
20260993,Student_993,IE
20260994,Student_994,SE
20260995,Student_995,SE
20260996,Student_996,SE
20260997,Student_997,IE
20260998,Student_998,ME
20260999,Student_999,IE
20261000,Student_1000,CE
20261001,Student_1001,IE
20261002,Student_1002,SE
20261003,Student_1003,CE
20261004,Student_1004,SE
20261005,Student_1005,IE
20261006,Student_1006,CE
20261007,Student_1007,SE
20261008,Student_1008,SE
20261009,Student_1009,IE
20261010,Student_1010,EEE
20261011,Student_1011,CE
20261012,Student_1012,IE
20261013,Student_1013,ME
20261014,Student_1014,ME
20261015,Student_1015,EEE
20261016,Student_1016,SE
20261017,Student_1017,IE
20261018,Student_1018,IE
20261019,Student_1019,CE
20261020,Student_1020,CE
20261021,Student_1021,CE
20261022,Student_1022,SE
20261023,Student_1023,SE
20261024,Student_1024,ME
20261025,Student_1025,EEE
20261026,Student_1026,CE
20261027,Student_1027,SE
20261028,Student_1028,CE
20261029,Student_1029,ME
20261030,Student_1030,SE
20261031,Student_1031,ME
20261032,Student_1032,ME
20261033,Student_1033,ME
20261034,Student_1034,CE
20261035,Student_1035,EEE
20261036,Student_1036,IE
20261037,Student_1037,EEE
20261038,Student_1038,CE
20261039,Student_1039,EEE
20261040,Student_1040,SE
20261041,Student_1041,SE
20261042,Student_1042,IE
20261043,Student_1043,SE
20261044,Student_1044,CE
20261045,Student_1045,SE
20261046,Student_1046,ME
20261047,Student_1047,EEE
20261048,Student_1048,EEE
20261049,Student_1049,ME
20261050,Student_1050,IE
20261051,Student_1051,EEE
20261052,Student_1052,IE
20261053,Student_1053,SE
20261054,Student_1054,CE
20261055,Student_1055,IE
20261056,Student_1056,ME
20261057,Student_1057,ME
20261058,Student_1058,EEE
20261059,Student_1059,IE
20261060,Student_1060,EEE
20261061,Student_1061,SE
20261062,Student_1062,ME
20261063,Student_1063,ME
20261064,Student_1064,ME
20261065,Student_1065,CE
20261066,Student_1066,CE
20261067,Student_1067,EEE
20261068,Student_1068,EEE
20261069,Student_1069,SE
20261070,Student_1070,IE
20261071,Student_1071,ME
20261072,Student_1072,CE
20261073,Student_1073,IE
20261074,Student_1074,IE
20261075,Student_1075,IE
20261076,Student_1076,EEE
20261077,Student_1077,SE
20261078,Student_1078,IE
20261079,Student_1079,SE
20261080,Student_1080,ME
20261081,Student_1081,SE
20261082,Student_1082,CE
20261083,Student_1083,SE
20261084,Student_1084,ME
20261085,Student_1085,EEE
20261086,Student_1086,EEE
20261087,Student_1087,SE
20261088,Student_1088,CE
20261089,Student_1089,IE
20261090,Student_1090,SE
20261091,Student_1091,EEE
20261092,Student_1092,SE
20261093,Student_1093,SE
20261094,Student_1094,ME
20261095,Student_1095,ME
20261096,Student_1096,ME
20261097,Student_1097,ME
20261098,Student_1098,IE
20261099,Student_1099,SE
20261100,Student_1100,SE
20261101,Student_1101,SE
20261102,Student_1102,SE
20261103,Student_1103,SE
20261104,Student_1104,ME
20261105,Student_1105,CE
20261106,Student_1106,CE
20261107,Student_1107,CE
20261108,Student_1108,CE
20261109,Student_1109,CE
20261110,Student_1110,SE
20261111,Student_1111,EEE
20261112,Student_1112,CE
20261113,Student_1113,CE
20261114,Student_1114,EEE
20261115,Student_1115,CE
20261116,Student_1116,ME
20261117,Student_1117,EEE
20261118,Student_1118,SE
20261119,Student_1119,ME
20261120,Student_1120,EEE
20261121,Student_1121,ME
20261122,Student_1122,IE
20261123,Student_1123,CE
20261124,Student_1124,IE
20261125,Student_1125,SE
20261126,Student_1126,CE
20261127,Student_1127,CE
20261128,Student_1128,SE
20261129,Student_1129,CE
20261130,Student_1130,CE
20261131,Student_1131,CE
20261132,Student_1132,ME
20261133,Student_1133,IE
20261134,Student_1134,IE
