StudentID,CourseCode
20260279,COURSE010
20260279,COURSE017
20260280,COURSE029
20260280,COURSE003
20260280,COURSE016
20260281,COURSE008
20260281,COURSE024
20260281,COURSE030
20260282,COURSE006
20260282,COURSE001
20260282,COURSE023
20260283,COURSE025
20260283,COURSE014
20260283,COURSE007
20260284,COURSE012
20260284,COURSE004
20260284,COURSE011
20260285,COURSE012
20260285,COURSE020
20260285,COURSE028
20260286,COURSE016
20260286,COURSE015
20260286,COURSE018
20260287,COURSE030
20260287,COURSE001
20260287,COURSE023
20260288,COURSE014
20260288,COURSE001
20260288,COURSE002
20260289,COURSE005
20260289,COURSE006
20260289,COURSE013
20260290,COURSE006
20260290,COURSE013
20260290,COURSE004
20260291,COURSE025
20260291,COURSE020
20260291,COURSE021
20260292,COURSE023
20260292,COURSE012
20260292,COURSE027
20260293,COURSE011
20260293,COURSE007
20260293,COURSE026
20260294,COURSE028
20260294,COURSE014
20260294,COURSE023
20260295,COURSE003
20260295,COURSE015
20260295,COURSE005
20260296,COURSE016
20260296,COURSE018
20260296,COURSE020
20260297,COURSE007
20260297,COURSE024
20260297,COURSE009
20260298,COURSE007
20260298,COURSE016
20260298,COURSE027
20260299,COURSE028
20260299,COURSE012
20260299,COURSE009
20260300,COURSE010
20260300,COURSE030
20260300,COURSE006
20260301,COURSE004
20260301,COURSE022
20260301,COURSE027
20260302,COURSE018
20260302,COURSE025
20260302,COURSE008
20260303,COURSE006
20260303,COURSE023
20260303,COURSE004
20260304,COURSE016
20260304,COURSE005
20260304,COURSE013
20260305,COURSE018
20260305,COURSE012
20260305,COURSE011
20260306,COURSE003
20260306,COURSE005
20260306,COURSE019
20260307,COURSE006
20260307,COURSE018
20260307,COURSE020
20260308,COURSE009
20260308,COURSE023
20260308,COURSE021
20260309,COURSE011
20260309,COURSE025
20260309,COURSE003
20260310,COURSE010
20260310,COURSE007
20260310,COURSE015
20260311,COURSE023
20260311,COURSE005
20260311,COURSE028
20260312,COURSE018
20260312,COURSE012
20260312,COURSE026
20260313,COURSE001
20260313,COURSE015
20260313,COURSE003
20260314,COURSE010
20260314,COURSE029
20260314,COURSE003
20260315,COURSE023
20260315,COURSE014
20260315,COURSE022
20260316,COURSE001
20260316,COURSE010
20260316,COURSE022
20260317,COURSE025
20260317,COURSE009
20260317,COURSE010
20260318,COURSE014
20260318,COURSE005
20260318,COURSE018
20260319,COURSE014
20260319,COURSE005
20260319,COURSE025
20260320,COURSE005
20260320,COURSE021
20260320,COURSE028
20260321,COURSE029
20260321,COURSE018
20260321,COURSE014
20260322,COURSE028
20260322,COURSE001
20260322,COURSE005
20260323,COURSE027
20260323,COURSE010
20260323,COURSE028
20260324,COURSE025
20260324,COURSE001
20260324,COURSE029
20260325,COURSE012
20260325,COURSE025
20260325,COURSE005
20260326,COURSE020
20260326,COURSE024
20260326,COURSE027
20260327,COURSE027
20260327,COURSE008
20260327,COURSE029
20260328,COURSE025
20260328,COURSE004
20260328,COURSE015
20260329,COURSE026
20260329,COURSE014
20260329,COURSE015
20260330,COURSE015
20260330,COURSE014
20260330,COURSE029
20260331,COURSE004
20260331,COURSE013
20260331,COURSE025
20260332,COURSE012
20260332,COURSE001
20260332,COURSE017
20260333,COURSE023
20260333,COURSE012
20260333,COURSE018
20260334,COURSE026
20260334,COURSE020
20260334,COURSE021
20260335,COURSE008
20260335,COURSE014
20260335,COURSE010
20260336,COURSE014
20260336,COURSE011
20260336,COURSE015
20260337,COURSE004
20260337,COURSE025
20260337,COURSE018
20260338,COURSE029
20260338,COURSE026
20260338,COURSE007
20260339,COURSE027
20260339,COURSE023
20260339,COURSE013
20260340,COURSE012
20260340,COURSE011
20260340,COURSE014
20260341,COURSE024
20260341,COURSE013
20260341,COURSE018
20260342,COURSE013
20260342,COURSE004
20260342,COURSE020
20260343,COURSE026
20260343,COURSE005
20260343,COURSE003
20260344,COURSE007
20260344,COURSE016
20260344,COURSE026
20260345,COURSE021
20260345,COURSE023
20260345,COURSE017
20260346,COURSE025
20260346,COURSE010
20260346,COURSE027
20260347,COURSE027
20260347,COURSE006
20260347,COURSE012
20260348,COURSE029
20260348,COURSE011
20260348,COURSE018
20260349,COURSE020
20260349,COURSE004
20260349,COURSE008
20260350,COURSE026
20260350,COURSE006
20260350,COURSE013
20260351,COURSE009
20260351,COURSE029
20260351,COURSE020
20260352,COURSE005
20260352,COURSE013
20260352,COURSE026
20260353,COURSE013
20260353,COURSE010
20260353,COURSE029
20260354,COURSE006
20260354,COURSE017
20260354,COURSE005
20260355,COURSE010
20260355,COURSE019
20260355,COURSE009
20260356,COURSE017
20260356,COURSE003
20260356,COURSE027
20260357,COURSE005
20260357,COURSE028
20260357,COURSE012
20260358,COURSE017
20260358,COURSE004
20260358,COURSE011
20260359,COURSE024
20260359,COURSE008
20260359,COURSE018
20260360,COURSE020
20260360,COURSE002
20260360,COURSE006
20260361,COURSE024
20260361,COURSE006
20260361,COURSE028
20260362,COURSE023
20260362,COURSE027
20260362,COURSE024
20260363,COURSE016
20260363,COURSE007
20260363,COURSE004
20260364,COURSE015
20260364,COURSE019
20260364,COURSE006
20260365,COURSE023
20260365,COURSE013
20260365,COURSE004
20260366,COURSE022
20260366,COURSE025
20260366,COURSE014
20260367,COURSE013
20260367,COURSE003
20260367,COURSE023
20260368,COURSE030
20260368,COURSE022
20260368,COURSE023
20260369,COURSE024
20260369,COURSE001
20260369,COURSE008
20260370,COURSE029
20260370,COURSE005
20260370,COURSE030
20260371,COURSE016
20260371,COURSE023
20260371,COURSE028
20260372,COURSE015
20260372,COURSE021
20260372,COURSE013
20260373,COURSE005
20260373,COURSE002
20260373,COURSE004
20260374,COURSE018
20260374,COURSE021
20260374,COURSE012
20260375,COURSE010
20260375,COURSE016
20260375,COURSE023
20260376,COURSE010
20260376,COURSE019
20260376,COURSE006
20260377,COURSE009
20260377,COURSE027
20260377,COURSE017
20260378,COURSE004
20260378,COURSE013
20260378,COURSE017
20260379,COURSE002
20260379,COURSE007
20260379,COURSE014
20260380,COURSE013
20260380,COURSE009
20260380,COURSE018
20260381,COURSE010
20260381,COURSE026
20260381,COURSE015
20260382,COURSE011
20260382,COURSE027
20260382,COURSE007
20260383,COURSE014
20260383,COURSE015
20260383,COURSE012
20260384,COURSE028
20260384,COURSE014
20260384,COURSE008
20260385,COURSE002
20260385,COURSE008
20260385,COURSE020
20260386,COURSE014
20260386,COURSE009
20260386,COURSE023
20260387,COURSE001
20260387,COURSE020
20260387,COURSE007
20260388,COURSE015
20260388,COURSE020
20260388,COURSE016
20260389,COURSE018
20260389,COURSE001
20260389,COURSE012
20260390,COURSE005
20260390,COURSE018
20260390,COURSE006
20260391,COURSE026
20260391,COURSE030
20260391,COURSE008
20260392,COURSE030
20260392,COURSE012
20260392,COURSE010
20260393,COURSE005
20260393,COURSE002
20260393,COURSE010
20260394,COURSE015
20260394,COURSE028
20260394,COURSE021
20260395,COURSE030
20260395,COURSE024
20260395,COURSE005
20260396,COURSE029
20260396,COURSE010
20260396,COURSE024
20260397,COURSE010
20260397,COURSE016
20260397,COURSE023
20260398,COURSE021
20260398,COURSE015
20260398,COURSE010
20260399,COURSE030
20260399,COURSE002
20260399,COURSE021
20260400,COURSE025
20260400,COURSE009
20260400,COURSE004
20260401,COURSE004
20260401,COURSE026
20260401,COURSE013
20260402,COURSE009
20260402,COURSE005
20260402,COURSE006
20260403,COURSE023
20260403,COURSE013
20260403,COURSE004
20260404,COURSE002
20260404,COURSE019
20260404,COURSE021
20260405,COURSE018
20260405,COURSE024
20260405,COURSE009
20260406,COURSE006
20260406,COURSE026
20260406,COURSE001
20260407,COURSE014
20260407,COURSE028
20260407,COURSE020
20260408,COURSE002
20260408,COURSE001
20260408,COURSE029
20260409,COURSE002
20260409,COURSE028
20260409,COURSE029
20260410,COURSE001
20260410,COURSE020
20260410,COURSE002
20260411,COURSE029
20260411,COURSE012
20260411,COURSE015
20260412,COURSE009
20260412,COURSE016
20260412,COURSE026
20260413,COURSE022
20260413,COURSE003
20260413,COURSE026
20260414,COURSE018
20260414,COURSE010
20260414,COURSE016
20260415,COURSE006
20260415,COURSE028
20260415,COURSE012
20260416,COURSE022
20260416,COURSE010
20260416,COURSE003
20260417,COURSE002
20260417,COURSE004
20260417,COURSE008
20260418,COURSE009
20260418,COURSE010
20260418,COURSE022
20260419,COURSE022
20260419,COURSE011
20260419,COURSE010
20260420,COURSE008
20260420,COURSE029
20260420,COURSE018
20260421,COURSE012
20260421,COURSE007
20260421,COURSE006
20260422,COURSE016
20260422,COURSE006
20260422,COURSE019
20260423,COURSE015
20260423,COURSE009
20260423,COURSE030
20260424,COURSE003
20260424,COURSE016
20260424,COURSE028
20260425,COURSE011
20260425,COURSE020
20260425,COURSE001
20260426,COURSE021
20260426,COURSE002
20260426,COURSE012
20260427,COURSE019
20260427,COURSE005
20260427,COURSE006
20260428,COURSE009
20260428,COURSE001
20260428,COURSE013
20260429,COURSE007
20260429,COURSE019
20260429,COURSE006
20260430,COURSE008
20260430,COURSE029
20260430,COURSE012
20260431,COURSE001
20260431,COURSE016
20260431,COURSE007
20260432,COURSE019
20260432,COURSE023
20260432,COURSE010
20260433,COURSE028
20260433,COURSE018
20260433,COURSE012
20260434,COURSE023
20260434,COURSE003
20260434,COURSE017
20260435,COURSE013
20260435,COURSE002
20260435,COURSE019
20260436,COURSE004
20260436,COURSE011
20260436,COURSE019
20260437,COURSE027
20260437,COURSE019
20260437,COURSE005
20260438,COURSE030
20260438,COURSE011
20260438,COURSE007
20260439,COURSE025
20260439,COURSE005
20260439,COURSE014
20260440,COURSE013
20260440,COURSE022
20260440,COURSE024
20260441,COURSE019
20260441,COURSE016
20260441,COURSE008
20260442,COURSE009
20260442,COURSE017
20260442,COURSE028
20260443,COURSE014
20260443,COURSE002
20260443,COURSE004
20260444,COURSE013
20260444,COURSE010
20260444,COURSE016
20260445,COURSE005
20260445,COURSE004
20260445,COURSE021
20260446,COURSE019
20260446,COURSE026
20260446,COURSE007
20260447,COURSE011
20260447,COURSE018
20260447,COURSE006
20260448,COURSE024
20260448,COURSE018
20260448,COURSE019
20260449,COURSE012
20260449,COURSE026
20260449,COURSE027
20260450,COURSE014
20260450,COURSE009
20260450,COURSE017
20260451,COURSE027
20260451,COURSE022
20260451,COURSE001
20260452,COURSE019
20260452,COURSE018
20260452,COURSE020
20260453,COURSE019
20260453,COURSE009
20260453,COURSE022
20260454,COURSE017
20260454,COURSE020
20260454,COURSE016
20260455,COURSE017
20260455,COURSE003
20260455,COURSE006
20260456,COURSE027
20260456,COURSE020
20260456,COURSE010
20260457,COURSE023
20260457,COURSE029
20260457,COURSE005
20260458,COURSE021
20260458,COURSE002
20260458,COURSE005
20260459,COURSE026
20260459,COURSE015
20260459,COURSE028
20260460,COURSE011
20260460,COURSE027
20260460,COURSE005
20260461,COURSE022
20260461,COURSE014
20260461,COURSE006
20260462,COURSE009
20260462,COURSE005
20260462,COURSE015
20260463,COURSE019
20260463,COURSE025
20260463,COURSE015
20260464,COURSE014
20260464,COURSE003
20260464,COURSE011
20260465,COURSE009
20260465,COURSE021
20260465,COURSE020
20260466,COURSE004
20260466,COURSE025
